Indicator;Sector;Service;Vehicle category;Scope;Geography;Fuel;Value;Time;Source;Primary source;Observation value;Unit;Metadata
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";4;1990;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";5;1991;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";6;1992;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";7;1993;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";8;1994;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";9;1995;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"829.0";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";10;1996;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"1,353.6";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";11;1997;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"1,393.3";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";12;1998;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"1,478.1";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";13;1999;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"1,540.1";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";14;2000;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"1,303.6";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";15;2001;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"1,559.4";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";16;2002;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"1,706.8";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";17;2003;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"1,858.1";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";18;2004;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"1,954.3";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";19;2005;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,072.4";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";20;2006;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,479.1";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";21;2007;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,566.2";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";22;2008;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,615.7";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";23;2009;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,355.5";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";24;2010;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,344.3";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";25;2011;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,379.7";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";26;2012;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,449.7";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";27;2013;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,457.0";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";28;2014;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,420.9";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";29;2015;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,395.9";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";30;2016;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,436.5";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";31;2017;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,403.4";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";32;2018;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,227.5";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";33;2019;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"2,284.2";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";34;2020;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"707.0";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Armenia";"all";35;2021;"ATO";"https://www.armstat.am/file/doc/99526893.pdf and https://www.armstat.am/file/doc/99452333.pdf";"none";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";36;1990;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"7,480";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";37;1991;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"7,708";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";38;1992;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"6,991";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";3;1993;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"6,449";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";6;1994;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"5,394";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";9;1995;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"4,664";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";12;1996;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"5,005";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";15;1997;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"6,595";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";18;1998;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"8,517";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";21;1999;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"8,902";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";24;2000;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"9,153";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";27;2001;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"9,442";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";30;2002;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"9,603";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";33;2003;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"9,861";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";36;2004;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"10,279";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";39;2005;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"10,892";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";42;2006;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"11,786";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";45;2007;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"12,893";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";48;2008;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"14,041";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";51;2009;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"15,291";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";54;2010;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"16,633";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";57;2011;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"18,264";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";60;2012;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"20,034";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";63;2013;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"21,880";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";66;2014;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"22,992";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";69;2015;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"23,825";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";72;2016;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"24,429";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";75;2017;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"24,886";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";78;2018;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"25,276";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";81;2019;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"25,950";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";84;2020;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"16,974";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"all";"national";"Azerbaijan";"all";87;2021;"ATO";"https://www.stat.gov.az/menu/6/statistical_yearbooks/?lang=en and https://www.stat.gov.az/source/transport/en/005_1en.xls";"none";"Mio. PKM";"Original ATO Code: TAS-PAG-005(3) - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. roads over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";90;1990;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";93;1991;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";96;1992;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";99;1993;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";102;1994;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";105;1995;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";108;1996;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";111;1997;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
"Transport Activity";"Road";"Passenger";"M2/M3";"national";"Afghanistan";"all";1;1998;"ATO";"Country Official Statistics";"none";"Mio. PKM";"Original ATO Code: TAS-PAT-004 - A passenger-kilometre, abbreviated as pkm, is the unit of measurement representing the transport of one passenger by a defined mode of transport i.e. bus over one kilometre."
